1.5	1.822652	0.039045	0.302121	0.304633568	3.282632334
2.25	1.560584	0.031153	0.2326		0.234676947	4.261176963
2.75	0.938729	0.015946	0.125218	0.126229246	7.922094404
3.25	0.508601	0.007898	0.058283	0.058815699	17.00226318
3.75	0.239158	0.003505	0.026315	0.026547396	37.6684775
4.25	0.116798	0.001662	0.013028	0.013133584	76.14067889
5	0.051501	0.000506	0.006729	0.006747998	148.1921008
6.25	0.006202	5.40E-05	0.000987	0.000988476	1011.658249
8	0.000956	1.00E-05	0.000166	0.000166301	6013.195402
