1.5	0.716889	0.020334	0.114631	0.116420521	8.589550976
2.25	0.465834	0.01173		0.07122		0.072179507	13.85434779
2.75	0.263278	0.005532	0.037723	0.038126471	26.22849655
3.25	0.142805	0.002706	0.018165	0.018365447	54.45007541
3.75	0.072886	0.001312	0.00873		0.008828037	113.2754605
4.25	0.030652	0.000527	0.003616	0.003654201	273.6576335
5	0.01266		0.000153	0.001529	0.001536636	650.7722334
6.25	0.002142	2.30E-05	0.000266	0.000266993	3745.423431
8	0.000308	4.00E-06	3.80E-05	3.82099E-05	26171.19613
